"",id,name,ingredients,alcoholic,category,glassType,instructions,drinkThumbnail,ingredientMeasures,text
322,322,Rail Splitter,"['Sugar syrup', 'Lemon juice', 'Ginger ale']",Non alcoholic,Cocktail,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,"['2 tsp ', None, None]",question Generate a cocktail with Sugar syrup Lemon juice Ginger ale answer Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.
323,323,Rosemary Blue,"['Gin', 'Blue Curacao', 'Tonic Water', 'Rosemary']",Alcoholic,Cocktail,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,"['50 ml', '15 ml', '100 ml', 'Garnish with']","question Generate a cocktail with Gin Blue Curacao Tonic Water Rosemary answer 1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix."
324,324,Ramos Gin Fizz,"['Gin', 'Lemon Juice', 'Sugar Syrup', 'Cream', 'Egg White', 'Vanilla extract', 'Soda Water']",Alcoholic,Cocktail,Highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg,"['4.5 cL', '3 cl', '3 cl', '6 cl', '1', '2 drop', '2 cl']","question Generate a cocktail with Gin Lemon Juice Sugar Syrup Cream Egg White Vanilla extract Soda Water answer Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost."
325,325,Royal Gin Fizz,"['Gin', 'Lemon', 'Powdered sugar', 'Egg', 'Carbonated water']",Alcoholic,Ordinary Drink,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 whole ', None]","question Generate a cocktail with Gin Lemon Powdered sugar Egg Carbonated water answer Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
326,326,Rum Milk Punch,"['Light rum', 'Milk', 'Powdered sugar', 'Nutmeg']",Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,"['2 oz ', '1 cup ', '1 tsp ', None]",question Generate a cocktail with Light rum Milk Powdered sugar Nutmeg answer Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.
327,327,Raspberry Julep,"['Bourbon', 'Raspberry syrup', 'Mint']",Alcoholic,Cocktail,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,"['2 oz', '1/2 oz', '8']","question Generate a cocktail with Bourbon Raspberry syrup Mint answer Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig."
328,328,Rum Screwdriver,"['Light rum', 'Orange juice']",Alcoholic,Ordinary Drink,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,"['1 1/2 oz ', '5 oz ']","question Generate a cocktail with Light rum Orange juice answer Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve."
329,329,Raspberry Cooler,"['Raspberry vodka', 'Lemon-lime soda', 'Ice']",Alcoholic,Other / Unknown,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,"['2 oz ', '4 oz ', None]",question Generate a cocktail with Raspberry vodka Lemon-lime soda Ice answer Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.
330,330,Rum Old-fashioned,"['Light rum', '151 proof rum', 'Powdered sugar', 'Bitters', 'Water', 'Lime peel']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,"['1 1/2 oz ', '1 tsp ', '1/2 tsp ', '1 dash ', '1 tsp ', 'Twist of ']","question Generate a cocktail with Light rum 151 proof rum Powdered sugar Bitters Water Lime peel answer Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve."
331,331,Russian Spring Punch,"['Vodka', 'Creme de Cassis', 'Sugar Syrup', 'Lemon Juice']",Alcoholic,Ordinary Drink,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,"['2.5 cl', '1.5 cl', '1 cl', '2.5 cl']","question Generate a cocktail with Vodka Creme de Cassis Sugar Syrup Lemon Juice answer Pour the ingredients into an highball glass, top with Sparkling wine."
332,332,Radioactive Long Island Iced Tea,"['Rum', 'Vodka', 'Tequila', 'Gin', 'Triple sec', 'Chambord raspberry liqueur', 'Midori melon liqueur', 'Malibu rum']",Alcoholic,Ordinary Drink,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,"['1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ']",question Generate a cocktail with Rum Vodka Tequila Gin Triple sec Chambord raspberry liqueur Midori melon liqueur Malibu rum answer Pour all ingredients over ice in a very tall glass. Sip cautiously.
333,333,Smut,"['Red wine', 'Peach schnapps', 'Pepsi Cola', 'Orange juice']",Alcoholic,Punch / Party Drink,Beer mug,Throw it all together and serve real cold.,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,"['1/3 part ', '1 shot ', '1/3 part ', '1/3 part ']",question Generate a cocktail with Red wine Peach schnapps Pepsi Cola Orange juice answer Throw it all together and serve real cold.
334,334,Spritz,"['Prosecco', 'Campari', 'Soda Water']",Alcoholic,Ordinary Drink,Old-Fashioned glass,"Build into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,"['6 cl', '4 cl', 'splash']","question Generate a cocktail with Prosecco Campari Soda Water answer Build into glass over ice, garnish and serve."
335,335,Scooter,"['Brandy', 'Amaretto', 'Light cream']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Brandy Amaretto Light cream answer Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve."
336,336,Sangria,"['Red wine', 'Sugar', 'Orange juice', 'Lemon juice', 'Cloves', 'Cinnamon']",Alcoholic,Punch / Party Drink,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,"['1 bottle ', '1/2 cup ', '1 cup ', '1 cup ', None, None]",question Generate a cocktail with Red wine Sugar Orange juice Lemon juice Cloves Cinnamon answer Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.
337,337,Stinger,"['Brandy', 'White Creme de Menthe']",Alcoholic,Ordinary Drink,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,"['1 1/2 oz ', '1/2 oz ']","question Generate a cocktail with Brandy White Creme de Menthe answer Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass."
338,338,Sazerac,"['Ricard', 'Sugar', 'Peychaud bitters', 'Water', 'Bourbon', 'Lemon peel']",Alcoholic,Ordinary Drink,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,"['1 tsp ', '1/2 tsp superfine ', '2 dashes ', '1 tsp ', '2 oz ', '1 twist of ']","question Generate a cocktail with Ricard Sugar Peychaud bitters Water Bourbon Lemon peel answer Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish."
339,339,Sidecar,"['Cognac', 'Cointreau', 'Lemon juice']",Alcoholic,Ordinary Drink,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,"['2 oz ', '1/2 oz ', '1 oz ']",question Generate a cocktail with Cognac Cointreau Lemon juice answer Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.
340,340,Snowday,"['Vodka', 'Amaro Montenegro', 'Ruby Port', 'Blood Orange', 'Angostura Bitters', 'Orange Peel']",Alcoholic,Cocktail,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,"['1 oz', '1 oz', '1 oz', '1 tsp', 'Dash', 'Garnish with']",question Generate a cocktail with Vodka Amaro Montenegro Ruby Port Blood Orange Angostura Bitters Orange Peel answer Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.
341,341,Spice 75,"['Sugar', 'Allspice', 'Rum', 'Lime Juice', 'Champagne', 'Orange spiral']",Alcoholic,Cocktail,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,"['60 ml', '1 tblsp', '20 cl', '90 ml', '6 cl', 'Garnish with']","question Generate a cocktail with Sugar Allspice Rum Lime Juice Champagne Orange spiral answer Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist."
342,342,Snowball,"['Advocaat', 'Lemonade', 'Lemon', 'Ice']",Alcoholic,Ordinary Drink,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,"['1 1/2 oz ', '8-10 oz cold ', '1 slice ', 'cubes']",question Generate a cocktail with Advocaat Lemonade Lemon Ice answer Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.
343,343,Shot-gun,"['Jim Beam', 'Jack Daniels', 'Wild Turkey']",Alcoholic,Shot,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,"['1 part ', '1 part ', '1 oz ']",question Generate a cocktail with Jim Beam Jack Daniels Wild Turkey answer Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.
344,344,Salty Dog,"['Grapefruit juice', 'Gin', 'Salt']",Alcoholic,Ordinary Drink,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,"['5 oz ', '1 1/2 oz ', '1/4 tsp ']","question Generate a cocktail with Grapefruit juice Gin Salt answer Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)"
345,345,Stone Sour,"['Apricot brandy', 'Orange juice', 'Sweet and sour']",Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Apricot brandy Orange juice Sweet and sour answer Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve."
346,346,Sea breeze,"['Vodka', 'Cranberry juice', 'Grapefruit juice']",Alcoholic,Ordinary Drink,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,"['1 1/2 oz ', '4 oz ', '1 oz ']",question Generate a cocktail with Vodka Cranberry juice Grapefruit juice answer Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.
347,347,Scotch Sour,"['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']",Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"['1 1/2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Scotch Lime Powdered sugar Lemon Cherry answer Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve."
348,348,Sweet Tooth,"['Godiva liqueur', 'Milk']",Alcoholic,Shake,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"['2 shots ', None]","question Generate a cocktail with Godiva liqueur Milk answer Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like."
349,349,Screwdriver,"['Vodka', 'Orange juice']",Alcoholic,Ordinary Drink,Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,"['2 oz ', None]",question Generate a cocktail with Vodka Orange juice answer Mix in a highball glass with ice. Garnish and serve.
350,350,Sherry Flip,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']",Alcoholic,Ordinary Drink,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,"['1 1/2 oz cream ', '2 tsp ', '1 tsp ', '1 whole ', None]",question Generate a cocktail with Sherry Light cream Powdered sugar Egg Nutmeg answer Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.
351,351,Sol Y Sombra,"['Brandy', 'Anisette']",Alcoholic,Ordinary Drink,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"['1 1/2 oz ', '1 1/2 oz ']","question Generate a cocktail with Brandy Anisette answer Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)"
352,352,Shark Attack,"['Lemonade', 'Water', 'Vodka']",Alcoholic,Cocktail,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,"['1 can ', '3 cans ', '1 1/2 cup ']",question Generate a cocktail with Lemonade Water Vodka answer Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!
353,353,San Francisco,"['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']",Alcoholic,Ordinary Drink,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,"['2 cl ', '2 cl ', None, None]","question Generate a cocktail with Vodka Creme de Banane Grenadine Orange juice answer Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry."
354,354,Space Odyssey,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']",Alcoholic,Ordinary Drink,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,"['1 shot Bacardi ', '1 shot ', '1 shot ', None, None, None]",question Generate a cocktail with 151 proof rum Malibu rum Pineapple juice Orange juice Grenadine Cherries answer Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.
355,355,Sherry Eggnog,"['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']",Alcoholic,Ordinary Drink,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"['2 oz cream ', '1 tsp ', '1 whole ', None, None]","question Generate a cocktail with Sherry Powdered sugar Egg Milk Nutmeg answer Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve."
356,356,Sweet Bananas,"['Milk', 'Banana', 'Honey']",Non alcoholic,Shake,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"['2 cups ', '1 ', '1 tblsp ']","question Generate a cocktail with Milk Banana Honey answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
357,357,Sweet Sangria,"['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']",Alcoholic,Punch / Party Drink,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"['2 bottles ', '1 cup ', '2 cups hot ', '1 cup', ' wedges\n', ' wedges\n', None, None]","question Generate a cocktail with Red wine Sugar Water Apple Orange Lime Lemon Fresca answer Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw."
358,358,Thriller,"['Scotch', 'Wine', 'Orange juice']",Alcoholic,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,"['1 1/2 oz ', '1 oz Green Ginger ', '1 oz ']","question Generate a cocktail with Scotch Wine Orange juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
359,359,The Galah,"['Dark Rum', 'Campari', 'Creme De Banane', 'Pineapple Juice', 'Lime Juice']",Alcoholic,Cocktail,Collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,"['1 shot', '1 shot', '1/2 shot', 'Top', 'Top']",question Generate a cocktail with Dark Rum Campari Creme De Banane Pineapple Juice Lime Juice answer Mix together the alcoholic portions and top with Pineapple and Lime juice.
360,360,Tia-Maria,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']",Alcoholic,Homemade Liqueur,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,"['1 cup ', '3/4-1 cup ', '4 tsp ', '1 cup ', '4 tsp ']","question Generate a cocktail with Water Brown sugar Coffee Rum Vanilla extract answer Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using."
361,361,Tipperary,"['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']",Alcoholic,Cocktail,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,"['2 oz', '1 oz', '1/2 oz']","question Generate a cocktail with Irish Whiskey Sweet Vermouth Green Chartreuse answer Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist."
362,362,Turkeyball,"['Wild Turkey', 'Amaretto', 'Pineapple juice']",Alcoholic,Shot,Shot glass,Shake with ice and strain into a shot glass.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,"['1 oz ', '3/4 oz ', '1 splash ']",question Generate a cocktail with Wild Turkey Amaretto Pineapple juice answer Shake with ice and strain into a shot glass.
363,363,Texas Sling,"['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']",Alcoholic,Shake,Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', '1 oz ']","question Generate a cocktail with Kahlua Irish cream Amaretto 151 proof rum Cream answer Blend with Ice until smooth. Serve in a tulip glass, top with whip cream."
364,364,Thai Coffee,"['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']",Non alcoholic,Coffee / Tea,Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,"['6 tblsp ground', '1/4 tsp ', '4-5 whole green ', None, None, None]","question Generate a cocktail with Coffee Coriander Cardamom Sugar Whipping cream Ice answer Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away."
365,365,Tom Collins,"['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']",Alcoholic,Ordinary Drink,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg,"['2 oz ', '1 oz ', '1 tsp superfine ', '3 oz ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Club soda Maraschino cherry Orange answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice."
366,366,Tomato Tang,"['Tomato juice', 'Lemon juice', 'Celery salt']",Non alcoholic,Other / Unknown,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,"['2 cups ', '1-2 tblsp ', '1 dash ']","question Generate a cocktail with Tomato juice Lemon juice Celery salt answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
367,367,Talos Coffee,"['Grand Marnier', 'Coffee']",Alcoholic,Coffee / Tea,Brandy snifter,Add your GM and then add your coffee.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,"['3 parts ', '1 part ']",question Generate a cocktail with Grand Marnier Coffee answer Add your GM and then add your coffee.
368,368,Tennesee Mud,"['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']",Alcoholic,Coffee / Tea,Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"['8 oz ', '4 oz ', '4 oz ', None]","question Generate a cocktail with Coffee Jack Daniels Amaretto Whipped cream answer Mix Coffee, Jack Daniels and Amaretto. Add Cream on top."
369,369,Tequila Fizz,"['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']",Alcoholic,Ordinary Drink,Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,"['2 oz ', '1 tblsp ', '3/4 oz ', '1 ', None]","question Generate a cocktail with Tequila Lemon juice Grenadine Egg white Ginger ale answer Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve."
